href;title;price;features;propertyType;shortLocation;adType;date
/es/comprar/vivienda/santa-lucia-de-tirajana/vecindario---el-doctoral---cruce-de-sardina/157213871/d;Piso en venta en Tasartico, 35, Santa Lucía de Tirajana;75.000 €;['3 habs.', '2 baños', '90 m²', ''];Piso;Tasartico, 35, Santa Lucía de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/piscina/159097483/d;Apartamento en venta en San Bartolomé de Tirajana;147.000 €;['1 hab.', '1 baño', '30 m²', ''];Apartamento;San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/aire-acondicionado-jardin-terraza-piscina/159097659/d;Casa o chalet en venta en San Bartolomé de Tirajana;535.000 €;['3 habs.', '2 baños', '146 m²', 'con terraza'];Casa o chalet;San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/santa-brigida/aire-acondicionado-parking-jardin-terraza-amueblado/158399561/d;Casa o chalet en venta en Santa Brígida;755.000 €;['6 habs.', '4 baños', '327 m²', 'con terraza'];Casa o chalet;Santa Brígida;Comprar;2021/04/12
/es/comprar/vivienda/obra-nueva/las-palmas-de-gran-canaria/19587180/154466787;Loft en venta en Calle Ingeniero Salinas, 15, Las Palmas de Gran Canaria;110.000 €;['1 baño', '37 m²', 'con ascensor'];Loft;Calle Ingeniero Salinas, 15, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/aire-acondicionado-terraza-trastero-zona-comunitaria-ascensor-parking/158663149/d;Ático en venta en Avenida Federico García Lorca, Las Palmas de Gran Canaria;598.000 €;['3 habs.', '2 baños', '231 m²', 'con ascensor y parking'];Ático;Avenida Federico García Lorca, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/ascensor/158281180/d;Piso en venta en Calle la Naval, 8, Las Palmas de Gran Canaria;150.000 €;['1 hab.', '1 baño', '50 m²', 'con ascensor'];Piso;Calle la Naval, 8, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/zona-comunitaria-ascensor-piscina/158389096/d;Apartamento en venta en Avenida de Tirajana, 16, San Bartolomé de Tirajana;169.000 €;['1 hab.', '1 baño', '50 m²', 'con ascensor'];Apartamento;Avenida de Tirajana, 16, San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/parking/157129243/d;Ático en venta en Calle Alfredo L Jones, Las Palmas de Gran Canaria;349.000 €;['3 habs.', '2 baños', '134 m²', 'con parking'];Ático;Calle Alfredo L Jones, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/parking-terraza-trastero-zona-comunitaria-piscina-piscina/158133443/d;Casa adosada en venta en Avenida Ansite, 11, Las Palmas de Gran Canaria;570.000 €;['3 habs.', '4 baños', '203 m²', 'con terraza'];Casa adosada;Avenida Ansite, 11, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/terraza-ascensor-amueblado-television/157612022/d;Apartamento en venta en Calle Luis Morote, Las Palmas de Gran Canaria;159.000 €;['1 baño', '38 m²', 'con ascensor y terraza'];Apartamento;Calle Luis Morote, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/aguimes/playa-de-arinaga/159120481/d;Piso en venta en Calle Domingo Monteverde, Agüimes;139.500 €;['3 habs.', '1 baño', '120 m²', ''];Piso;Calle Domingo Monteverde, Agüimes;Comprar;2021/04/12
/es/comprar/vivienda/obra-nueva/las-palmas-de-gran-canaria/19472325/151318287;Piso en venta en Las Palmas de Gran Canaria;184.200 €;['2 habs.', '2 baños', '81 m²', ''];Piso;Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/obra-nueva/telde/19518891/151466357;Apartamento en venta en Calle San Agustín, 92, Telde;99.200 €;['2 habs.', '2 baños', '51 m²', 'con ascensor y parking'];Apartamento;Calle San Agustín, 92, Telde;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/aire-acondicionado-parking-jardin-terraza-trastero/155067789/d;Casa o chalet en venta en Rafael Mesa y López, Las Palmas de Gran Canaria;457.500 €;['5 habs.', '3 baños', '307 m²', 'con terraza'];Casa o chalet;Rafael Mesa y López, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/santa-brigida/los-alvarados---fuente-los-berros---bandama/154117964/d;Casa o chalet en venta en Santa Brígida;725.000 €;['4 habs.', '3 baños', '312 m²', ''];Casa o chalet;Santa Brígida;Comprar;2021/04/12
/es/comprar/vivienda/santa-brigida/parking-terraza-trastero/157703217/d;Casa o chalet en venta en Calle Montañeta de Los Negros, Santa Brígida;390.000 €;['4 habs.', '4 baños', '300 m²', 'con terraza'];Casa o chalet;Calle Montañeta de Los Negros, Santa Brígida;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/zona-comunitaria-ascensor-amueblado-parking-television-piscina/154160273/d;Apartamento en venta en Calle San Cristóbal de la Laguna, San Bartolomé de Tirajana;121.000 €;['1 hab.', '1 baño', '49 m²', 'con ascensor y parking'];Apartamento;Calle San Cristóbal de la Laguna, San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/santa-brigida/parking-jardin-terraza-trastero-patio/154537116/d;Casa o chalet en venta en Calle Vela Latina, Santa Brígida;485.000 €;['4 habs.', '4 baños', '323 m²', 'con terraza'];Casa o chalet;Calle Vela Latina, Santa Brígida;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/aire-acondicionado-terraza-amueblado/158876517/d;Casa o chalet en venta en Párroco Segundo Vega, 68, Las Palmas de Gran Canaria;299.151 €;['7 habs.', '5 baños', '231 m²', 'con terraza'];Casa o chalet;Párroco Segundo Vega, 68, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/santa-brigida/parking-jardin-terraza-trastero-patio/156853125/d;Casa o chalet en venta en Calle Real de Coello, Santa Brígida;575.000 €;['5 habs.', '3 baños', '585 m²', 'con terraza'];Casa o chalet;Calle Real de Coello, Santa Brígida;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/aire-acondicionado-terraza-trastero-amueblado-television-internet-piscina/159552897/d;Casa o chalet en venta en San Bartolomé de Tirajana;285.000 €;['1 hab.', '1 baño', '73 m²', 'con terraza'];Casa o chalet;San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/mogan/aire-acondicionado-terraza-trastero-parking-piscina/159552371/d;Dúplex en venta en Mogán;345.000 €;['2 habs.', '1 baño', '75 m²', 'con parking y terraza'];Dúplex;Mogán;Comprar;2021/04/12
/es/comprar/vivienda/telde/ascensor/159552356/d;Apartamento en venta en Telde;82.000 €;['2 habs.', '1 baño', '65 m²', 'con ascensor'];Apartamento;Telde;Comprar;2021/04/12
/es/comprar/vivienda/santa-lucia-de-tirajana/parking-trastero-ascensor/159552350/d;Piso en venta en Santa Lucía de Tirajana;129.000 €;['3 habs.', '2 baños', '108 m²', 'con ascensor'];Piso;Santa Lucía de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/mogan/aire-acondicionado-parking-jardin-terraza-trastero-piscina-amueblado-television-se-aceptan-mascotas-internet/158616623/d;Casa o chalet en venta en Mogán;1.450.000 €;['5 habs.', '6 baños', '430 m²', 'con terraza'];Casa o chalet;Mogán;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/aire-acondicionado-parking/159313396/d;Piso en venta en  Chiapas , 2, San Bartolomé de Tirajana;189.500 €;['3 habs.', '1 baño', '104 m²', ''];Piso; Chiapas , 2, San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/terraza-piscina-amueblado/158260606/d;Apartamento en venta en  Los Jazmines , 11, San Bartolomé de Tirajana;147.490 €;['1 hab.', '1 baño', '47 m²', 'con terraza'];Apartamento; Los Jazmines , 11, San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/aire-acondicionado-terraza-piscina-amueblado/157945756/d;Apartamento en venta en  Los Jazmines , San Bartolomé de Tirajana;115.000 €;['1 hab.', '1 baño', '41 m²', 'con terraza'];Apartamento; Los Jazmines , San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/aire-acondicionado-parking-terraza-trastero-piscina-amueblado/157094813/d;Piso en venta en  Gran Canaria , San Bartolomé de Tirajana;450.000 €;['2 habs.', '1 baño', '70 m²', 'con terraza'];Piso; Gran Canaria , San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/parking-terraza-trastero-piscina/158024825/d;Casa o chalet en venta en Calderon de la Barca , 4, San Bartolomé de Tirajana;682.500 €;['5 habs.', '5 baños', '448 m²', 'con terraza'];Casa o chalet;Calderon de la Barca , 4, San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/terraza-ascensor-piscina-amueblado/159313404/d;Apartamento en venta en  Alfereces Provisionales, 23, San Bartolomé de Tirajana;149.000 €;['1 hab.', '1 baño', '42 m²', 'con ascensor y terraza'];Apartamento; Alfereces Provisionales, 23, San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/terraza-piscina/159313405/d;Dúplex en venta en Touroperador Marin, 1, San Bartolomé de Tirajana;150.000 €;['1 hab.', '2 baños', '46 m²', 'con terraza'];Dúplex;Touroperador Marin, 1, San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/telde/parking-terraza-ascensor/159552005/d;Piso en venta en Telde;169.000 €;['2 habs.', '1 baño', '114 m²', 'con ascensor y terraza'];Piso;Telde;Comprar;2021/04/12
/es/comprar/vivienda/santa-lucia-de-tirajana/vecindario---el-doctoral---cruce-de-sardina/159234328/d;Piso en venta en Calle Pablo Neruda, Santa Lucía de Tirajana;45.000 €;['1 baño', '93 m²', ''];Piso;Calle Pablo Neruda, Santa Lucía de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/ascensor-amueblado/159551705/d;Piso en venta en Via8010, Las Palmas de Gran Canaria;113.500 €;['2 habs.', '1 baño', '65 m²', 'con ascensor'];Piso;Via8010, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/amueblado/159551703/d;Casa adosada en venta en Helice, San Bartolomé de Tirajana;249.000 €;['4 habs.', '2 baños', '150 m²', ''];Casa adosada;Helice, San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/aguimes/parking-trastero-amueblado/159551547/d;Piso en venta en Agüimes;99.500 €;['2 habs.', '1 baño', '68 m²', ''];Piso;Agüimes;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/trastero-no-amueblado/159551050/d;Piso en venta en Calle Virgen de la Peña, Las Palmas de Gran Canaria;42.000 €;['3 habs.', '1 baño', '50 m²', ''];Piso;Calle Virgen de la Peña, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/telde/telde-centro---san-juan/159551273/d;Finca rústica en venta en Cm/del Conde S/n Paraje de Gando Barrio Ojos de Ga, Telde;125.000 €;['12896 m²', ''];Finca rústica;Cm/del Conde S/n Paraje de Gando Barrio Ojos de Ga, Telde;Comprar;2021/04/12
/es/comprar/vivienda/teror/teror-pueblo/159551272/d;Finca rústica en venta en Av/monseñor Socorro Lantigua S/n, Teror;110.000 €;['404 m²', ''];Finca rústica;Av/monseñor Socorro Lantigua S/n, Teror;Comprar;2021/04/12
/es/comprar/vivienda/santa-lucia-de-tirajana/sardina/156972160/d;Piso en venta en Santa Lucía de Tirajana;89.700 €;['2 habs.', '1 baño', '89 m²', ''];Piso;Santa Lucía de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/telde/la-herradura---caserona---higuera/157498789/d;Piso en venta en Telde;108.000 €;['3 habs.', '2 baños', '135 m²', ''];Piso;Telde;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/isleta/156969514/d;Piso en venta en Las Palmas de Gran Canaria;108.100 €;['1 hab.', '1 baño', '35 m²', ''];Piso;Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/aguimes/parking-terraza-trastero/159550878/d;Casa o chalet en venta en Calle Hortensia, Agüimes;250.000 €;['3 habs.', '2 baños', '276 m²', 'con terraza'];Casa o chalet;Calle Hortensia, Agüimes;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/schamann---rehoyas/159550574/d;Piso en venta en Calle Mariucha, Las Palmas de Gran Canaria;58.000 €;['2 habs.', '1 baño', '60 m²', ''];Piso;Calle Mariucha, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/arucas/terraza-trastero-internet/157387970/d;Casa o chalet en venta en Calle Maestro José Henríquez, Arucas;149.000 €;['2 habs.', '1 baño', '116 m²', 'con terraza'];Casa o chalet;Calle Maestro José Henríquez, Arucas;Comprar;2021/04/12
/es/comprar/vivienda/vega-de-san-mateo/vega-de-san-mateo/156171254/d;Casa o chalet en venta en Lugar el Piquillo, Vega de San Mateo;169.000 €;['4 habs.', '1 baño', '122 m²', ''];Casa o chalet;Lugar el Piquillo, Vega de San Mateo;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/trastero-parking-piscina/156625329/d;Piso en venta en Calle Daoíz, Las Palmas de Gran Canaria;340.000 €;['4 habs.', '2 baños', '109 m²', 'con parking'];Piso;Calle Daoíz, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/santa-lucia-de-tirajana/ascensor/154981951/d;Piso en venta en Calle Garcilaso de la Vega, Santa Lucía de Tirajana;99.900 €;['2 habs.', '1 baño', '95 m²', 'con ascensor'];Piso;Calle Garcilaso de la Vega, Santa Lucía de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/teror/jardin-terraza-trastero/156863035/d;Casa o chalet en venta en Calle de la Diputación, Teror;410.000 €;['4 habs.', '2 baños', '672 m²', 'con terraza'];Casa o chalet;Calle de la Diputación, Teror;Comprar;2021/04/12
/es/comprar/vivienda/teror/terraza/159550270/d;Finca rústica en venta en Calle Francisco Acosta Sarmi, Teror;81.500 €;['3 habs.', '1 baño', '75 m²', 'con terraza'];Finca rústica;Calle Francisco Acosta Sarmi, Teror;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/isleta/156978784/d;Piso en venta en Las Palmas de Gran Canaria;117.300 €;['1 hab.', '1 baño', '55 m²', ''];Piso;Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/isleta/156978333/d;Piso en venta en Las Palmas de Gran Canaria;96.900 €;['1 hab.', '1 baño', '38 m²', ''];Piso;Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/tamaraceite/156969336/d;Piso en venta en Las Palmas de Gran Canaria;106.100 €;['1 hab.', '1 baño', '97 m²', ''];Piso;Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/terraza-zona-comunitaria-amueblado-piscina/159549796/d;Piso en venta en Calle Tauro, San Bartolomé de Tirajana;106.000 €;['1 hab.', '1 baño', '44 m²', 'con terraza'];Piso;Calle Tauro, San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/parking-terraza-trastero-ascensor/159549676/d;Piso en venta en Avenida Federico García Lorca, Las Palmas de Gran Canaria;270.000 €;['2 habs.', '1 baño', '110 m²', 'con ascensor y terraza'];Piso;Avenida Federico García Lorca, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/terraza-trastero-ascensor/159549593/d;Ático en venta en Las Palmas de Gran Canaria;550.000 €;['5 habs.', '3 baños', '290 m²', 'con ascensor y terraza'];Ático;Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/parking-jardin-terraza-trastero-amueblado-internet/159259145/d;Casa o chalet en venta en Calle Párroco Segundo Vega, Las Palmas de Gran Canaria;520.000 €;['5 habs.', '4 baños', '377 m²', 'con terraza'];Casa o chalet;Calle Párroco Segundo Vega, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/parking-terraza-trastero-ascensor/158844622/d;Ático en venta en Calle Arco, Las Palmas de Gran Canaria;300.000 €;['3 habs.', '2 baños', '90 m²', 'con ascensor y terraza'];Ático;Calle Arco, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/trastero-ascensor-parking/157756243/d;Piso en venta en Calle Senador Castillo Olivares, 26, Las Palmas de Gran Canaria;314.925 €;['3 habs.', '2 baños', '147 m²', 'con ascensor y parking'];Piso;Calle Senador Castillo Olivares, 26, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/telde/parking-terraza-trastero/157872745/d;Casa o chalet en venta en Calle Mister Blisse, Telde;289.700 €;['3 habs.', '2 baños', '112 m²', 'con terraza'];Casa o chalet;Calle Mister Blisse, Telde;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/terraza-trastero-patio-amueblado-parking/157874274/d;Casa o chalet en venta en Lugar el Roque, Las Palmas de Gran Canaria;295.000 €;['3 habs.', '1 baño', '178 m²', 'con parking y terraza'];Casa o chalet;Lugar el Roque, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/mogan/terraza-trastero-amueblado/158073707/d;Dúplex en venta en Los Pasitos, Mogán;342.500 €;['3 habs.', '3 baños', '147 m²', 'con terraza'];Dúplex;Los Pasitos, Mogán;Comprar;2021/04/12
/es/comprar/vivienda/galdar/parking-jardin/157871649/d;Casa o chalet en venta en Camino Laguete, Gáldar;397.300 €;['7 habs.', '3 baños', '380 m²', ''];Casa o chalet;Camino Laguete, Gáldar;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/aire-acondicionado-parking-terraza-trastero/158466157/d;Casa adosada en venta en Las Palmas de Gran Canaria;300.000 €;['3 habs.', '2 baños', '112 m²', 'con terraza'];Casa adosada;Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/aire-acondicionado-parking-jardin-terraza/157874281/d;Casa o chalet en venta en La Graciosa, 2, San Bartolomé de Tirajana;641.200 €;['4 habs.', '3 baños', '441 m²', 'con terraza'];Casa o chalet;La Graciosa, 2, San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/aire-acondicionado-zona-comunitaria-internet-piscina/157756191/d;Piso en venta en Avenida Doctor Alfonso Chiscano Díaz, Las Palmas de Gran Canaria;295.000 €;['3 habs.', '2 baños', '126 m²', ''];Piso;Avenida Doctor Alfonso Chiscano Díaz, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/telde/parking-trastero/158870074/d;Casa o chalet en venta en Calle Doctor Melián, Telde;300.000 €;['7 habs.', '2 baños', '368 m²', ''];Casa o chalet;Calle Doctor Melián, Telde;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/parking/158673592/d;Casa o chalet en venta en Calle Bruno Naranjo Díaz, Las Palmas de Gran Canaria;300.000 €;['5 habs.', '3 baños', '281 m²', ''];Casa o chalet;Calle Bruno Naranjo Díaz, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/terraza-amueblado/158676008/d;Casa adosada en venta en Calle Pino Vega, San Bartolomé de Tirajana;326.600 €;['4 habs.', '2 baños', '142 m²', 'con terraza'];Casa adosada;Calle Pino Vega, San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/terraza-ascensor/157874561/d;Piso en venta en Calle Barcelona, 49, Las Palmas de Gran Canaria;294.000 €;['5 habs.', '2 baños', '175 m²', 'con ascensor y terraza'];Piso;Calle Barcelona, 49, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/terraza-ascensor/157810256/d;Piso en venta en Calle Alemania, Las Palmas de Gran Canaria;319.000 €;['2 habs.', '2 baños', '88 m²', 'con ascensor y terraza'];Piso;Calle Alemania, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/alcaravaneras/157872652/d;Piso en venta en Valencia, Las Palmas de Gran Canaria;484.610 €;['6 habs.', '4 baños', '200 m²', ''];Piso;Valencia, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/moya-(las-palmas)/parking-terraza/157874389/d;Casa o chalet en venta en Calle Argentina, Moya (Las Palmas);329.000 €;['5 habs.', '2 baños', '283 m²', 'con terraza'];Casa o chalet;Calle Argentina, Moya (Las Palmas);Comprar;2021/04/12
/es/comprar/vivienda/mogan/jardin-terraza-trastero-amueblado/158105578/d;Casa o chalet en venta en Los Pasitos, Mogán;342.500 €;['3 habs.', '3 baños', '150 m²', 'con terraza'];Casa o chalet;Los Pasitos, Mogán;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/terraza-trastero/159257984/d;Piso en venta en Calle Rafael Ramírez, Las Palmas de Gran Canaria;380.000 €;['4 habs.', '2 baños', '172 m²', 'con terraza'];Piso;Calle Rafael Ramírez, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-patio-internet/157756206/d;Casa o chalet en venta en Lomo el Diviso, Las Palmas de Gran Canaria;325.000 €;['6 habs.', '3 baños', '219 m²', 'con terraza'];Casa o chalet;Lomo el Diviso, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/mogan/jardin-terraza-trastero-piscina/158105121/d;Casa o chalet en venta en Los Pasitos, Mogán;290.000 €;['2 habs.', '2 baños', '100 m²', 'con terraza'];Casa o chalet;Los Pasitos, Mogán;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/parking-jardin-terraza-patio/159214589/d;Casa o chalet en venta en Calle Músico Juan Reyes de Armas, Las Palmas de Gran Canaria;1.200.000 €;['10 habs.', '6 baños', '900 m²', 'con terraza'];Casa o chalet;Calle Músico Juan Reyes de Armas, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/santa-brigida/parking-jardin-piscina/157872782/d;Casa adosada en venta en Cuesta Blanca , Santa Brígida;275.000 €;['3 habs.', '1 baño', '55 m²', ''];Casa adosada;Cuesta Blanca , Santa Brígida;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/parking-terraza-ascensor-piscina-internet/159229123/d;Piso en venta en Avenida Juan Carlos I, Las Palmas de Gran Canaria;330.000 €;['3 habs.', '3 baños', '140 m²', 'con ascensor y terraza'];Piso;Avenida Juan Carlos I, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/aire-acondicionado-terraza-zona-comunitaria-piscina-amueblado-internet/158894043/d;Apartamento en venta en Avenida de Madrid, San Bartolomé de Tirajana;348.000 €;['2 habs.', '1 baño', '65 m²', 'con terraza'];Apartamento;Avenida de Madrid, San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/parking-trastero-ascensor/157872651/d;Piso en venta en Calle Fernando Guanarteme, Las Palmas de Gran Canaria;295.000 €;['4 habs.', '2 baños', '111 m²', 'con ascensor'];Piso;Calle Fernando Guanarteme, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/san-bartolome-de-tirajana/terraza-patio/157754835/d;Finca rústica en venta en Camino al Barranco de Fataga, San Bartolomé de Tirajana;294.910 €;['4 habs.', '1 baño', '120 m²', 'con terraza'];Finca rústica;Camino al Barranco de Fataga, San Bartolomé de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/mogan/jardin-terraza-trastero-piscina-amueblado/158105344/d;Casa o chalet en venta en Los Pasitos, Mogán;290.000 €;['106 m²', 'con terraza'];Casa o chalet;Los Pasitos, Mogán;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/ascensor-amueblado-parking/157756213/d;Piso en venta en Avenida José Mesa y López, 63, Las Palmas de Gran Canaria;273.845 €;['5 habs.', '1 baño', '111 m²', 'con ascensor y parking'];Piso;Avenida José Mesa y López, 63, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/trastero-ascensor-amueblado-parking-internet/157756198/d;Piso en venta en Avenida José Mesa y López, 82, Las Palmas de Gran Canaria;375.000 €;['3 habs.', '2 baños', '117 m²', 'con ascensor y parking'];Piso;Avenida José Mesa y López, 82, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/parking-jardin-terraza-trastero-patio/157756201/d;Casa o chalet en venta en Calle García Morato, Las Palmas de Gran Canaria;370.000 €;['5 habs.', '2 baños', '166 m²', 'con terraza'];Casa o chalet;Calle García Morato, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/ingenio/ingenio-pueblo/157874380/d;Casa o chalet en venta en Egenenacar, Ingenio;329.000 €;['5 habs.', '3 baños', '183 m²', ''];Casa o chalet;Egenenacar, Ingenio;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/ascensor-patio-amueblado/157756208/d;Piso en venta en General Vives, 12, Las Palmas de Gran Canaria;310.000 €;['3 habs.', '2 baños', '120 m²', 'con ascensor'];Piso;General Vives, 12, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/santa-lucia-de-tirajana/sardina/159342710/d;Piso en venta en C/ Camino de la Madera, Santa Lucía de Tirajana;80.000 €;['2 habs.', '1 baño', '87 m²', ''];Piso;C/ Camino de la Madera, Santa Lucía de Tirajana;Comprar;2021/04/12
/es/comprar/vivienda/santa-brigida/parking-terraza/159546601/d;Ático en venta en Calle Cuesta de Los Alvarados, 4, Santa Brígida;313.900 €;['3 habs.', '2 baños', '125 m²', 'con terraza'];Ático;Calle Cuesta de Los Alvarados, 4, Santa Brígida;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/terraza-ascensor-parking/157754789/d;Piso en venta en Calle Párroco Fco. Rodríguez Rodríguez, Las Palmas de Gran Canaria;310.000 €;['3 habs.', '2 baños', '124 m²', 'con ascensor y parking'];Piso;Calle Párroco Fco. Rodríguez Rodríguez, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/terraza-trastero-ascensor/158616103/d;Piso en venta en Avenida Primero de Mayo, Las Palmas de Gran Canaria;390.000 €;['5 habs.', '3 baños', '192 m²', 'con ascensor y terraza'];Piso;Avenida Primero de Mayo, Las Palmas de Gran Canaria;Comprar;2021/04/12
/es/comprar/vivienda/las-palmas-de-gran-canaria/aire-acondicionado-parking-terraza-trastero-patio-amueblado/157756185/d;Casa o chalet en venta en Paseo Chil, 20, Las Palmas de Gran Canaria;475.000 €;['4 habs.', '4 baños', '250 m²', 'con terraza'];Casa o chalet;Paseo Chil, 20, Las Palmas de Gran Canaria;Comprar;2021/04/12
